Category: Nature,Category: Type,Category: Reporting Level,Location: Suburb,Date
Animal,Dog,Wandering,MOGGILL,2019-08-01
Animal,Attack,,CAMP HILL,2019-08-01
Animal,Other Animal,Fox,BOONDALL,2019-08-01
Animal,Cat,Wandering,KEPERRA,2019-08-01
Animal,Cat,Wandering,HEMMANT,2019-08-01
Animal,Cat,Wandering,STAFFORD HEIGHTS,2019-08-01
Animal,Cat Trapping,,MOGGILL,2019-08-01
Animal,Dog,Wandering,MOOROOKA,2019-08-01
Animal,Dog,Wandering,NEWMARKET,2019-08-01
Animal,Cat,Wandering,PINKENBA,2019-08-01
Animal,Cat,Wandering,KELVIN GROVE,2019-08-01
Animal,Dog,Fencing Issues,HAWTHORNE,2019-08-01
Animal,Dog,Wandering,NEWSTEAD,2019-08-01
Animal,Attack,Attack On An Animal,STRETTON,2019-08-01
Animal,Dog,Wandering,OXLEY,2019-08-01
Animal,Other Animal,,GUMDALE,2019-08-01
Animal,Attack,Attack On A Person,ACACIA RIDGE,2019-08-01
Animal,Other Animal,Nuisance Animal,WINDSOR,2019-08-01
Animal,Dog,Wandering,ALDERLEY,2019-08-01
Animal,Attack,,ELLEN GROVE,2019-08-01
Animal,Dog,Wandering,NUDGEE BEACH,2019-08-01
Animal,Cat,,MURARRIE,2019-08-01
Animal,Attack,Menacing,WEST END,2019-08-01
Animal,Cat,Wandering,BRACKEN RIDGE,2019-08-01
Animal,Dog,Wandering,WEST END,2019-08-01
Animal,Other Animal,Fox,KARANA DOWNS,2019-08-01
Animal,Dog,Wandering,CARINA,2019-08-01
Animal,Attack,Menacing,THE GAP,2019-08-01
Animal,Dog,Wandering,MANLY,2019-08-01
Animal,Dog,Wandering,MANLY,2019-08-01
Animal,Dog,Wandering,MANLY,2019-08-01
Animal,Dog,Wandering,MANLY,2019-08-01
Animal,Cat,Wandering,MANLY WEST,2019-08-01
Animal,Attack,Menacing,THE GAP,2019-08-01
Animal,Cat Trapping,,SHERWOOD,2019-08-01
Animal,Cat,Wandering,CHERMSIDE WEST,2019-08-01
Animal,Other Animal,Fox,KARANA DOWNS,2019-08-01
Animal,Other Animal,Nuisance Animal,JINDALEE,2019-08-01
Animal,Dog,Unregistered,CARSELDINE,2019-08-01
Animal,Attack,Not An Attack,MANLY,2019-08-01
Animal,Attack,Attack On An Animal,WYNNUM WEST,2019-08-01
Animal,Dog,Unregistered,MIDDLE PARK,2019-08-01
Animal,Cat Trapping,,FOREST LAKE,2019-08-01
Animal,Dog,,CARINDALE,2019-08-01
Animal,Attack,Attack On An Animal,SUNNYBANK HILLS,2019-08-01
Animal,Attack,Attack On An Animal,BALD HILLS,2019-08-01
Animal,Cat,Wandering,BRACKEN RIDGE,2019-08-01
Animal,Other Animal,Deer,MOUNT OMMANEY,2019-08-01
Animal,Dog,Fencing Issues,TARRAGINDI,2019-08-01
Animal,Cat Trapping,,MOOROOKA,2019-08-01
Animal,Cat Trapping,,BRACKEN RIDGE,2019-08-01
Animal,Dog,Wandering,MANLY WEST,2019-08-01
Animal,Attack,Menacing,ROCKLEA,2019-08-01
Animal,Dog,Wandering,ZILLMERE,2019-08-01
Animal,Dog,Wandering,NATHAN,2019-08-01
Animal,Attack,Not An Attack,LOTA,2019-08-01
Animal,Dog,,KEDRON,2019-08-01
Animal,Cat,Wandering,BRACKEN RIDGE,2019-08-01
Animal,Cat,Wandering,MCDOWALL,2019-08-01
Animal,Dog,Wandering,MCDOWALL,2019-08-01
Animal,Dog,Wandering,UPPER KEDRON,2019-08-01
Animal,Attack,Attack On An Animal,MOOROOKA,2019-08-01
Animal,Dog,Wandering,FOREST LAKE,2019-08-01
Animal,Attack,Menacing,DURACK,2019-08-01
Animal,Cat Trapping,,EAST BRISBANE,2019-08-01
Animal,Other Animal,Nuisance Animal,BRACKEN RIDGE,2019-08-01
Animal,Attack,Attack On A Person,ELLEN GROVE,2019-08-01
Animal,Cat Trapping,,SUNNYBANK,2019-08-01
Animal,Cat Trapping,,FOREST LAKE,2019-08-01
Animal,Dog,Wandering,EAST BRISBANE,2019-08-01
Animal,Other Animal,Fox,SALISBURY,2019-08-01
Animal,Attack,Menacing,STAFFORD HEIGHTS,2019-08-01
Animal,Dog,Too Many Animals,WYNNUM WEST,2019-08-01
Animal,Other Animal,Deer,BROOKFIELD,2019-08-01
Animal,Attack,Attack On A Person,TARRAGINDI,2019-08-01
Animal,Dog,,ZILLMERE,2019-08-01
Animal,Cat,Wandering,MOGGILL,2019-08-01
Animal,Attack,,STAFFORD,2019-08-01
Animal,Attack,Attack On A Person,INALA,2019-08-01
Animal,Dog,Too Many Animals,MOUNT GRAVATT EAST,2019-08-01
Animal,Cat Trapping,,SANDGATE,2019-08-01
Animal,Dog,Wandering,MANLY,2019-08-01
Animal,Dog,Fencing Issues,JINDALEE,2019-08-01
Animal,Cat Trapping,,GREENSLOPES,2019-08-01
Animal,Dog,Wandering,SUNNYBANK,2019-08-01
Animal,Attack,Attack On An Animal,CHERMSIDE,2019-08-01
Animal,Dog,Wandering,MOOROOKA,2019-08-01
Animal,Dog,Too Many Animals,BRIDGEMAN DOWNS,2019-08-01
Animal,Attack,Attack On A Person,ELLEN GROVE,2019-08-01
Animal,Attack,Not An Attack,HOLLAND PARK WEST,2019-08-01
Animal,Dog,Wandering,LOTA,2019-08-01
Animal,Dog,Wandering,ASHGROVE,2019-08-01
Animal,Cat Trapping,,KELVIN GROVE,2019-08-01
Animal,Attack,Attack On An Animal,PINKENBA,2019-08-01
Animal,Cat Trapping,,ACACIA RIDGE,2019-08-01
Animal,Cat,Wandering,BRACKEN RIDGE,2019-08-01
Animal,Other Animal,Pest / Feral Animal,ARCHERFIELD,2019-08-01
Animal,Dog,Wandering,WINDSOR,2019-08-01
Animal,Cat Trapping,,NEW FARM,2019-08-01
Animal,Dog,Wandering,HAMILTON,2019-08-01
Animal,Attack,Not An Attack,SUNNYBANK,2019-08-01
Animal,Attack,Not An Attack,NEWSTEAD,2019-08-01
Animal,Dog,Odour,KEDRON,2019-08-01
Animal,Dog,Fencing Issues,DOOLANDELLA,2019-08-01
Animal,Cat,Wandering,MACGREGOR,2019-08-01
Animal,Dog,Wandering,DURACK,2019-08-01
Animal,Attack,Attack On A Person,WEST END,2019-08-01
Animal,Other Animal,Feral Pig,SANDGATE,2019-08-01
Animal,Dog,Wandering,CHERMSIDE,2019-08-01
Animal,Cat Trapping,,SHORNCLIFFE,2019-08-01
Animal,Dog,Wandering,ASCOT,2019-08-01
Animal,Dog,Wandering,HAMILTON,2019-08-01
Animal,Dog,Fencing Issues,INALA,2019-08-01
Animal,Dog,Wandering,LOTA,2019-08-01
Animal,Attack,Attack On An Animal,BOONDALL,2019-08-01
Animal,Dog,Wandering,FOREST LAKE,2019-08-01
Animal,Attack,Attack On An Animal,WAVELL HEIGHTS,2019-08-01
Animal,Attack,Attack On An Animal,CHERMSIDE,2019-08-01
Animal,Dog,Fencing Issues,CHERMSIDE,2019-08-01
Animal,Cat,Wandering,BRACKEN RIDGE,2019-08-01
Animal,Dog,Wandering,WEST END,2019-08-01
Animal,Cat Trapping,,CLAYFIELD,2019-08-01
Animal,Cat,Wandering,MACKENZIE,2019-08-01
Animal,Other Animal,Fox,NATHAN,2019-08-01
Animal,Other Animal,Fox,BOONDALL,2019-08-01
Animal,Other Animal,Feral Pig,SANDGATE,2019-08-01
Animal,Dog,Wandering,BULIMBA,2019-08-01
Animal,Attack,Attack On A Person,PALLARA,2019-08-01
Animal,Other Animal,,INALA,2019-08-01
Animal,Other Animal,Fox,ROBERTSON,2019-08-01
Animal,Dog,Fencing Issues,WEST END,2019-08-01
Animal,Cat,Wandering,BRACKEN RIDGE,2019-08-01
Animal,Other Animal,Pest / Feral Animal,CARINDALE,2019-08-01
Animal,Other Animal,Pest / Feral Animal,CARINA HEIGHTS,2019-08-01
Animal,Attack,,GREENSLOPES,2019-08-01
Animal,Cat Trapping,,ACACIA RIDGE,2019-08-01
Animal,Dog,Wandering,KENMORE HILLS,2019-08-01
Animal,Attack,Attack On A Person,INALA,2019-08-01
Animal,Attack,Attack On A Person,INALA,2019-08-01
Animal,Attack,Attack On An Animal,CALAMVALE,2019-08-01
Animal,Dog,Too Many Animals,ZILLMERE,2019-08-01
Animal,Attack,Attack On A Person,FIG TREE POCKET,2019-08-01
Animal,Cat,Wandering,FERNY GROVE,2019-08-01
Animal,Attack,Attack On An Animal,TINGALPA,2019-08-01
Animal,Attack,Attack On An Animal,HEMMANT,2019-08-01
Animal,Attack,Not An Attack,SUNNYBANK HILLS,2019-08-01
Animal,Other Animal,Wandering,DARRA,2019-08-01
Animal,Dog,Wandering,STAFFORD HEIGHTS,2019-08-01
Animal,Cat Trapping,,HEMMANT,2019-08-01
Animal,Dog,Unregistered,KENMORE HILLS,2019-08-01
Animal,Attack,Dangerous,OXLEY,2019-08-01
Animal,Dog,Wandering,FITZGIBBON,2019-08-01
Animal,Attack,Not An Attack,CALAMVALE,2019-08-01
Animal,Dog,Defecating In Public,INALA,2019-08-01
Animal,Attack,Attack On A Person,ASHGROVE,2019-08-01
Animal,Attack,Not An Attack,ROBERTSON,2019-08-01
Animal,Cat Trapping,,SALISBURY,2019-08-01
Animal,Other Animal,Fox,MOUNT COOT-THA,2019-08-01
Animal,Dog,Fencing Issues,CARINA HEIGHTS,2019-08-01
Animal,Attack,Attack On An Animal,ASHGROVE,2019-08-01
Animal,Attack,Attack On A Person,CALAMVALE,2019-08-01
Animal,Dog,Fencing Issues,STAFFORD HEIGHTS,2019-08-01
Animal,Other Animal,Nuisance Animal,CAMP HILL,2019-08-01
Animal,Dog,Wandering,FIG TREE POCKET,2019-08-01
Animal,Attack,Attack On An Animal,SHORNCLIFFE,2019-08-01
Animal,Cat,Wandering,MILTON,2019-08-01
Animal,Cat Trapping,,ST LUCIA,2019-08-01
Animal,Dog,Fencing Issues,ELLEN GROVE,2019-08-01
Animal,Cat,Wandering,PADDINGTON,2019-08-01
Animal,Cat,Wandering,STAFFORD HEIGHTS,2019-08-01
Animal,Dog,Unregistered,,2019-08-01
Animal,Dog,Wandering,STAFFORD,2019-08-01
Animal,Cat,Wandering,BRACKEN RIDGE,2019-08-01
Animal,Dog,Wandering,MACGREGOR,2019-08-01
Animal,Cat,,ENOGGERA,2019-08-01
Animal,Dog,Wandering,WEST END,2019-08-01
Animal,Cat Trapping,,CHERMSIDE WEST,2019-08-01
Animal,Dog,Fencing Issues,WAVELL HEIGHTS,2019-08-01
Animal,Dog,Wandering,HAWTHORNE,2019-08-01
Animal,Dog,Wandering,SANDGATE,2019-08-01
Animal,Dog,Wandering,BRIGHTON,2019-08-01
Animal,Attack,Attack On An Animal,UPPER MOUNT GRAVATT,2019-08-01
Animal,Cat,Wandering,BALD HILLS,2019-08-01
Animal,Other Animal,Nuisance Animal,INALA,2019-08-01
Animal,Attack,Attack On A Person,BRACKEN RIDGE,2019-08-01
Animal,Dog,Wandering,MANSFIELD,2019-08-01
Animal,Attack,Attack On An Animal,WYNNUM,2019-08-01
Animal,Dog,Wandering,CARINA,2019-08-01
Animal,Cat,Wandering,KEPERRA,2019-08-01
Animal,Other Animal,Wild Dog,WACOL,2019-08-01
Animal,Attack,Attack On An Animal,BARDON,2019-08-01
Animal,Attack,Attack On An Animal,SANDGATE,2019-08-01
Animal,Cat Trapping,,SALISBURY,2019-08-01
Animal,Other Animal,Odour,TAIGUM,2019-08-01
Animal,Attack,Not An Attack,OXLEY,2019-08-01
Animal,Attack,Attack On An Animal,OXLEY,2019-08-01
Animal,Dog,Fencing Issues,STAFFORD,2019-08-01
Animal,Dog,Wandering,ASHGROVE,2019-08-01
Animal,Dog,Fencing Issues,KENMORE HILLS,2019-08-01
Animal,Dog,Wandering,KENMORE HILLS,2019-08-01
Animal,Attack,Not An Attack,ELLEN GROVE,2019-08-01
Animal,Cat Trapping,,NEWSTEAD,2019-08-01
Animal,Dog,Fencing Issues,GEEBUNG,2019-08-01
Animal,Dog,Wandering,MANSFIELD,2019-08-01
Animal,Attack,Attack On A Person,ELLEN GROVE,2019-08-01
Animal,Dog,Fencing Issues,PADDINGTON,2019-08-01
Animal,Dog,Fencing Issues,GORDON PARK,2019-08-01
Animal,Cat,Wandering,GEEBUNG,2019-08-01
Animal,Dog,Wandering,NUDGEE BEACH,2019-08-01
Animal,Dog,Odour,PARKINSON,2019-08-01
Animal,Dog,Fencing Issues,DARRA,2019-08-01
Animal,Cat,Wandering,HOLLAND PARK WEST,2019-08-01
Animal,Attack,Attack On An Animal,ASHGROVE,2019-08-01
Animal,Other Animal,Fox,BELMONT,2019-08-01
Animal,Attack,Not An Attack,INALA,2019-08-01
Animal,Dog,Wandering,NUNDAH,2019-08-01
Animal,Attack,Attack On A Person,INALA,2019-08-01
Animal,Attack,Attack On A Person,ALDERLEY,2019-08-01
Animal,Cat Trapping,,ASHGROVE,2019-08-01
Animal,Attack,Attack On An Animal,BALD HILLS,2019-08-01
Animal,Dog,Wandering,MILTON,2019-08-01
Animal,Attack,Attack On A Person,MOUNT CROSBY,2019-08-01
Animal,Dog,Defecating In Public,BELMONT,2019-08-01
Animal,Cat,Wandering,WACOL,2019-08-01
Animal,Attack,Not An Attack,RED HILL,2019-08-01
Animal,Attack,Menacing,RED HILL,2019-08-01
Animal,Cat,Wandering,CARINDALE,2019-08-01
Animal,Cat Trapping,,BELLBOWRIE,2019-08-01
Animal,Dog,Wandering,CHERMSIDE WEST,2019-08-01
Animal,Dog,Too Many Animals,ZILLMERE,2019-08-01
Animal,Dog,Too Many Animals,ZILLMERE,2019-08-01
Animal,Dog,Too Many Animals,ZILLMERE,2019-08-01
Animal,Other Animal,Fox,SALISBURY,2019-08-01
Animal,Dog,Wandering,KENMORE HILLS,2019-08-01
Animal,Dog,Defecating In Public,INDOOROOPILLY,2019-08-01
Animal,Attack,Attack On An Animal,NUDGEE BEACH,2019-08-01
Animal,Dog,Unregistered,CAMP HILL,2019-08-01
Animal,Dog,Wandering,ZILLMERE,2019-08-01
Animal,Cat Trapping,,WYNNUM,2019-08-01
Animal,Attack,Attack On A Person,GRANGE,2019-08-01
Animal,Attack,Menacing,WYNNUM WEST,2019-08-01
Animal,Other Animal,Fox,MORNINGSIDE,2019-08-01
Animal,Other Animal,Deer,UPPER BROOKFIELD,2019-08-01
Animal,Attack,Attack On An Animal,KURABY,2019-08-01
Animal,Attack,Attack On An Animal,ROCHEDALE,2019-08-01
Animal,Other Animal,Feral Pig,SANDGATE,2019-08-01
Animal,Dog,Fencing Issues,KARANA DOWNS,2019-08-01
Animal,Cat,Wandering,MOGGILL,2019-08-01
Animal,Cat Trapping,,SANDGATE,2019-08-01
Animal,Attack,Attack On A Person,KENMORE,2019-08-01
Animal,Attack,Attack On An Animal,KENMORE,2019-08-01
Animal,Other Animal,Too Many Animals,FIG TREE POCKET,2019-08-01
Animal,Cat,Wandering,THE GAP,2019-08-01
Animal,Attack,Attack On An Animal,KANGAROO POINT,2019-08-01
Animal,Other Animal,Fox,BELMONT,2019-08-01
Animal,Dog,Wandering,DUTTON PARK,2019-08-01
Animal,Dog,Wandering,CARINA HEIGHTS,2019-08-01
Animal,Cat Trapping,,SUNNYBANK,2019-08-01
Animal,Cat Trapping,,WISHART,2019-08-01
Animal,Other Animal,Fox,MOGGILL,2019-08-01
Animal,Dog,Fencing Issues,INDOOROOPILLY,2019-08-01
Animal,Attack,Attack On An Animal,MANSFIELD,2019-08-01
Animal,Dog,Wandering,MCDOWALL,2019-08-01
Animal,Cat,,ACACIA RIDGE,2019-08-01
Animal,Cat,Wandering,MORNINGSIDE,2019-08-01
Animal,Cat,Wandering,MORNINGSIDE,2019-08-01
Animal,Attack,Attack On A Person,INALA,2019-08-01
Animal,Cat,Wandering,WILLAWONG,2019-08-01
Animal,Attack,Attack On An Animal,CARINA,2019-08-01
Animal,Dog,Defecating In Public,TOOWONG,2019-08-01
Animal,Dog,Wandering,CARINA HEIGHTS,2019-08-01
Animal,Dog,Wandering,STAFFORD,2019-08-01
Animal,Dog,Fencing Issues,MITCHELTON,2019-08-01
Animal,Attack,Attack On A Person,MOOROOKA,2019-08-01
Animal,Cat,Wandering,ASCOT,2019-08-01
Animal,Attack,Menacing,CARINDALE,2019-08-01
Animal,Dog,Wandering,NUNDAH,2019-08-01
Animal,Cat,Wandering,RICHLANDS,2019-08-01
Animal,Dog,Wandering,HOLLAND PARK,2019-08-01
Animal,Cat Trapping,,STAFFORD HEIGHTS,2019-08-01
Animal,Dog,Wandering,WYNNUM,2019-08-01
Animal,Attack,Attack On An Animal,TARRAGINDI,2019-08-01
Animal,Dog,Odour,BRACKEN RIDGE,2019-08-01
Animal,Attack,Not An Attack,ACACIA RIDGE,2019-08-01
Animal,Dog,Defecating In Public,ZILLMERE,2019-08-01
Animal,Dog,Wandering,ALDERLEY,2019-08-01
Animal,Cat Trapping,,SUNNYBANK HILLS,2019-08-01
Animal,Attack,Not An Attack,BARDON,2019-08-01
Animal,Cat,Wandering,FITZGIBBON,2019-08-01
Animal,Dog,Unregistered,NUDGEE BEACH,2019-08-01
Animal,Attack,Attack On An Animal,JAMBOREE HEIGHTS,2019-08-01
Animal,Dog,Wandering,KEPERRA,2019-08-01
Animal,Cat Trapping,,SUNNYBANK HILLS,2019-08-01
Animal,Dog,Wandering,INALA,2019-08-01
Animal,Dog,Fencing Issues,INALA,2019-08-01
Animal,Cat Trapping,,EVERTON PARK,2019-08-01
Animal,Dog,Unregistered,KENMORE,2019-08-01
Animal,Other Animal,Wandering,BARDON,2019-08-01
Animal,Dog,Too Many Animals,BELLBOWRIE,2019-08-01
Animal,Other Animal,Fox,MORNINGSIDE,2019-08-01
Animal,Attack,Menacing,MORNINGSIDE,2019-08-01
Animal,Dog,Wandering,LOTA,2019-08-01
Animal,Attack,Attack On An Animal,COORPAROO,2019-08-01
Animal,Attack,Attack On An Animal,LOTA,2019-08-01
Animal,Dog,Fencing Issues,RUNCORN,2019-08-01
Animal,Other Animal,Deer,KHOLO,2019-08-01
Animal,Attack,Attack On A Person,DURACK,2019-08-01
Animal,Dog,Fencing Issues,STAFFORD,2019-08-01
Animal,Other Animal,Fox,KARANA DOWNS,2019-08-01
Animal,Other Animal,Too Many Animals,CHERMSIDE,2019-08-01
Animal,Dog,Too Many Animals,CHERMSIDE,2019-08-01
Animal,Dog,Fencing Issues,KARANA DOWNS,2019-08-01
Animal,Dog,Fencing Issues,BRIDGEMAN DOWNS,2019-08-01
Animal,Cat,Wandering,FOREST LAKE,2019-08-01
Animal,Cat Trapping,,NUDGEE,2019-08-01
Animal,Other Animal,Nuisance Animal,ELLEN GROVE,2019-08-01
Animal,Cat,Wandering,STAFFORD HEIGHTS,2019-08-01
Animal,Attack,Attack On An Animal,TOOWONG,2019-08-01
Animal,Other Animal,Fox,CHANDLER,2019-08-01
Animal,Attack,Not An Attack,PARKINSON,2019-08-01
Animal,Dog,Fencing Issues,BRIGHTON,2019-08-01
Animal,Attack,Attack On An Animal,NUNDAH,2019-08-01
Animal,Attack,Not An Attack,GORDON PARK,2019-08-01
Animal,Cat,Wandering,FOREST LAKE,2019-08-01
Animal,Cat Trapping,,BANYO,2019-08-01
Animal,Other Animal,Fox,CARINA HEIGHTS,2019-08-01
Animal,Other Animal,Nuisance Animal,BANYO,2019-08-01
Animal,Dog,Wandering,ACACIA RIDGE,2019-08-01
Animal,Dog,Fencing Issues,NEWMARKET,2019-08-01
Animal,Attack,Not An Attack,INALA,2019-08-01
Animal,Cat,Wandering,DARRA,2019-08-01
Animal,Other Animal,Deer,PULLENVALE,2019-08-01
Animal,Dog,Unregistered,CARSELDINE,2019-08-01
Animal,Dog,Unregistered,CARSELDINE,2019-08-01
Animal,Cat Trapping,,SUNNYBANK HILLS,2019-08-01
Animal,Dog,Odour,GEEBUNG,2019-08-01
Animal,Other Animal,Fox,ROCKLEA,2019-08-01
Animal,Other Animal,,SHERWOOD,2019-08-01
Animal,Dog,Odour,NUNDAH,2019-08-01
Animal,Cat Trapping,,CARINA HEIGHTS,2019-08-01
Animal,Cat,Wandering,RED HILL,2019-08-01
Animal,Dog,Wandering,KENMORE,2019-08-01
Animal,Cat,Wandering,MANSFIELD,2019-08-01
Animal,Attack,Menacing,ANNERLEY,2019-08-01
Animal,Dog,Wandering,ALDERLEY,2019-08-01
Animal,Dog,Fencing Issues,MOUNT GRAVATT EAST,2019-08-01
Animal,Attack,Attack On An Animal,BANYO,2019-08-01
Animal,Attack,Attack On A Person,KURABY,2019-08-01
Animal,Other Animal,Nuisance Animal,BOWEN HILLS,2019-08-01
Animal,Attack,Attack On An Animal,TINGALPA,2019-08-01
Animal,Attack,Attack On An Animal,RUNCORN,2019-08-01
Animal,Dog,Fencing Issues,ROBERTSON,2019-08-01
Animal,Dog,Wandering,DARRA,2019-08-01
Animal,Dog,Wandering,SHERWOOD,2019-08-01
Animal,Attack,Attack On A Person,WILSTON,2019-08-01
Animal,Cat,Wandering,KURABY,2019-08-01
Animal,Dog,Wandering,WEST END,2019-08-01
Animal,Other Animal,Nuisance Animal,EAST BRISBANE,2019-08-01
Animal,Dog,Wandering,TARRAGINDI,2019-08-01
Animal,Dog,,MILTON,2019-08-01
Animal,Attack,Attack On An Animal,MOUNT CROSBY,2019-08-01
Animal,Cat Trapping,,STAFFORD HEIGHTS,2019-08-01
Animal,Dog,Fencing Issues,SUNNYBANK,2019-08-01
Animal,Other Animal,Feral Pig,SANDGATE,2019-08-01
Animal,Other Animal,Odour,OXLEY,2019-08-01
Animal,Cat Trapping,,MOUNT CROSBY,2019-08-01
Animal,Other Animal,Fox,BOONDALL,2019-08-01
Animal,Other Animal,Nuisance Animal,INALA,2019-08-01
Animal,Other Animal,Too Many Animals,FIG TREE POCKET,2019-08-01
Animal,Attack,Menacing,THE GAP,2019-08-01
Animal,Attack,Attack On An Animal,WILSTON,2019-08-01
Animal,Attack,Attack On A Person,EIGHT MILE PLAINS,2019-08-01
Animal,Dog,,TINGALPA,2019-08-01
Animal,Attack,Attack On An Animal,EVERTON PARK,2019-08-01
Animal,Dog,Wandering,KARANA DOWNS,2019-08-01
Animal,Attack,Not An Attack,KEPERRA,2019-08-01
Animal,Dog,Wandering,DURACK,2019-08-01
Animal,Dog,Fencing Issues,WYNNUM,2019-08-01
Animal,Attack,Attack On An Animal,WINDSOR,2019-08-01
Animal,Dog,,COOPERS PLAINS,2019-08-01
Animal,Cat,Wandering,WYNNUM,2019-08-01
Animal,Dog,Wandering,WINDSOR,2019-08-01
Animal,Cat,Wandering,BELLBOWRIE,2019-08-01
Animal,Dog,Wandering,ST LUCIA,2019-08-01
Animal,Dog,Wandering,YERONGA,2019-08-01
Animal,Cat,Wandering,THE GAP,2019-08-01
Animal,Cat,Wandering,ASPLEY,2019-08-01
Animal,Other Animal,Nuisance Animal,SALISBURY,2019-08-01
Animal,Attack,Attack On An Animal,MITCHELTON,2019-08-01
Animal,Cat Trapping,,FORTITUDE VALLEY,2019-08-01
Animal,Other Animal,Fox,MOGGILL,2019-08-01
Animal,Other Animal,Fox,SALISBURY,2019-08-01
Animal,Cat,Wandering,ROCHEDALE,2019-08-01
Animal,Attack,Attack On A Person,MORNINGSIDE,2019-08-01
Animal,Dog,,BRIGHTON,2019-08-01
Animal,Dog,,BRACKEN RIDGE,2019-08-01
Animal,Cat,,BALD HILLS,2019-08-01
Animal,Other Animal,Nuisance Animal,KEPERRA,2019-08-01
Animal,Attack,Attack On An Animal,EAST BRISBANE,2019-08-01
Animal,Other Animal,Pest / Feral Animal,BRISBANE AIRPORT,2019-08-01
Animal,Dog,Fencing Issues,LOTA,2019-08-01
Animal,Attack,Attack On An Animal,HEMMANT,2019-08-01
Animal,Attack,Attack On A Person,HEMMANT,2019-08-01
Animal,Dog,Fencing Issues,SUNNYBANK HILLS,2019-08-01
Animal,Cat Trapping,,DURACK,2019-08-01
Animal,Attack,Menacing,WAVELL HEIGHTS,2019-08-01
Animal,Attack,,INALA,2019-08-01
Animal,Cat Trapping,,ALGESTER,2019-08-01
Animal,Cat Trapping,,SALISBURY,2019-08-01
Animal,Attack,Menacing,ST LUCIA,2019-08-01
Animal,Dog,Wandering,BROOKFIELD,2019-08-01
Animal,Attack,Attack On A Person,INALA,2019-08-01
Animal,Dog,Wandering,WEST END,2019-08-01
Animal,Cat Trapping,,MANLY,2019-08-01
Animal,Attack,Attack On A Person,MANLY WEST,2019-08-01
Animal,Cat Trapping,,CARSELDINE,2019-08-01
Animal,Attack,Attack On A Person,INALA,2019-08-01
Animal,Cat,Wandering,SHORNCLIFFE,2019-08-01
Animal,Attack,Attack On An Animal,INALA,2019-08-01
Animal,Attack,Attack On A Person,TARINGA,2019-08-01
Animal,Attack,Attack On A Person,EAST BRISBANE,2019-08-01
Animal,Dog,Fencing Issues,ALGESTER,2019-08-01
Animal,Dog,Odour,CORINDA,2019-08-01
Animal,Cat Trapping,,FITZGIBBON,2019-08-01
Animal,Cat,Wandering,WYNNUM WEST,2019-08-01
Animal,Cat,Wandering,MOOROOKA,2019-08-01
Animal,Dog,Wandering,BARDON,2019-08-01
Animal,Other Animal,Deer,MOUNT OMMANEY,2019-08-01
Animal,Attack,Attack On An Animal,TINGALPA,2019-08-01
Animal,Attack,Attack On An Animal,SUNNYBANK HILLS,2019-08-01
Animal,Dog,Fencing Issues,MOUNT GRAVATT EAST,2019-08-01
Animal,Dog,Defecating In Public,DOOLANDELLA,2019-08-01
Animal,Cat Trapping,,WYNNUM,2019-08-01
Animal,Attack,Attack On An Animal,ASPLEY,2019-08-01
Animal,Dog,Fencing Issues,NUDGEE,2019-08-01
Animal,Attack,Attack On A Person,WYNNUM WEST,2019-08-01
Animal,Dog,Wandering,CARINA,2019-08-01
Animal,Dog,Wandering,CAMP HILL,2019-08-01
Animal,Other Animal,Deer,WESTLAKE,2019-08-01
Animal,Dog,,TARRAGINDI,2019-08-01
Animal,Dog,Wandering,NUDGEE,2019-08-01
Animal,Dog,Wandering,BALD HILLS,2019-08-01
Animal,Cat Trapping,,SUNNYBANK HILLS,2019-08-01
Animal,Cat Trapping,,CARSELDINE,2019-08-01
Animal,Other Animal,Pest / Feral Animal,PINKENBA,2019-08-01
Animal,Dog,Unregistered,,2019-08-01
Animal,Dog,Fencing Issues,HAWTHORNE,2019-08-01
Animal,Cat,Wandering,PADDINGTON,2019-08-01
Animal,Attack,Attack On An Animal,WINDSOR,2019-08-01
Animal,Other Animal,Odour,EVERTON PARK,2019-08-01
Animal,Other Animal,Fox,SALISBURY,2019-08-01
Animal,Cat Trapping,,SALISBURY,2019-08-01
Animal,Cat,,TOOWONG,2019-08-01
Animal,Dog,,BRACKEN RIDGE,2019-08-01
Animal,Cat,Wandering,HOLLAND PARK WEST,2019-08-01
Animal,Cat,Wandering,STAFFORD HEIGHTS,2019-08-01
Animal,Attack,Attack On An Animal,ST LUCIA,2019-08-01
Animal,Dog,Wandering,BULIMBA,2019-08-01
Animal,Dog,Fencing Issues,INALA,2019-08-01
Animal,Dog,Fencing Issues,ZILLMERE,2019-08-01
Animal,Cat,Wandering,ALDERLEY,2019-08-01
Animal,Other Animal,Pest / Feral Animal,CHAPEL HILL,2019-08-01
Animal,Dog,Unregistered,,2019-08-01
Animal,Dog,Fencing Issues,ZILLMERE,2019-08-01
Animal,Cat,Wandering,STAFFORD HEIGHTS,2019-08-01
Animal,Other Animal,Wild Dog,KEPERRA,2019-08-01
Animal,Other Animal,Nuisance Animal,INALA,2019-08-01
Animal,Dog,,BULIMBA,2019-08-01
Animal,Dog,Fencing Issues,WYNNUM WEST,2019-08-01
Animal,Dog,Wandering,ALDERLEY,2019-08-01
Animal,Cat,Wandering,DEAGON,2019-08-01
Animal,Attack,Menacing,GORDON PARK,2019-08-01
Animal,Other Animal,Deer,BROOKFIELD,2019-08-01
